Player,K (hs),A (f),D,KAST,K-D Diff,ADR,FK Diff,Rating,Team,MapID,Starting side,Rounds,Team rating,Entries,Clutches,Map,Tournament,Date,Team1,Team2,ResultTeam1,ResultTeam2,T1pick,Bets,choices,MatchID
BOROS,10 (7),1 (0),18,55.6%,-8,53.3,-2,0.5,NASR,118131,t,16 : 2 ( 13 : 2 ) ( 3 : 0 ),1.68 : 0.50,12 : 6,3 : 0,Vertigo,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1,1.00 / 21.00,"1. NASR removed Overpass
2. Gambit removed Nuke
3. NASR picked Dust2
4. Gambit picked Vertigo
5. NASR removed Inferno
6. Gambit removed Train
7. Mirage was left over",2347744
Bibu,9 (3),2 (0),16,50.0%,-7,57.4,-2,0.48,NASR,118131,t,16 : 2 ( 13 : 2 ) ( 3 : 0 ),1.68 : 0.50,12 : 6,3 : 0,Vertigo,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1,1.00 / 21.00,"1. NASR removed Overpass
2. Gambit removed Nuke
3. NASR picked Dust2
4. Gambit picked Vertigo
5. NASR removed Inferno
6. Gambit removed Train
7. Mirage was left over",2347744
gejmzilla,8 (5),5 (3),17,38.9%,-9,53.5,0,0.46,NASR,118131,t,16 : 2 ( 13 : 2 ) ( 3 : 0 ),1.68 : 0.50,12 : 6,3 : 0,Vertigo,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1,1.00 / 21.00,"1. NASR removed Overpass
2. Gambit removed Nuke
3. NASR picked Dust2
4. Gambit picked Vertigo
5. NASR removed Inferno
6. Gambit removed Train
7. Mirage was left over",2347744
REAL1ZE,7 (1),0 (0),16,44.4%,-9,47.9,0,0.4,NASR,118131,t,16 : 2 ( 13 : 2 ) ( 3 : 0 ),1.68 : 0.50,12 : 6,3 : 0,Vertigo,BLAST Premier Spring Showdown 2021,14th of April 2021,Gambit,NASR,2,0,1,1.00 / 21.00,"1. NASR removed Overpass
2. Gambit removed Nuke
3. NASR picked Dust2
4. Gambit picked Vertigo
5. NASR removed Inferno
6. Gambit removed Train
7. Mirage was left over",2347744
degster,28 (8),2 (1),13,88.5%,15,93.6,7,1.7,Spirit,118113,ct,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.39 : 0.76,20 : 6,2 : 3,Train,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,0,1.16 / 4.50,"1. Extra Salt removed Mirage
2. Spirit removed Vertigo
3. Extra Salt picked Train
4. Spirit picked Dust2
5. Extra Salt removed Inferno
6. Spirit removed Overpass
7. Nuke was left over",2347743
chopper,19 (9),10 (3),14,92.3%,5,86.5,2,1.44,Spirit,118113,ct,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.39 : 0.76,20 : 6,2 : 3,Train,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,0,1.16 / 4.50,"1. Extra Salt removed Mirage
2. Spirit removed Vertigo
3. Extra Salt picked Train
4. Spirit picked Dust2
5. Extra Salt removed Inferno
6. Spirit removed Overpass
7. Nuke was left over",2347743
mir,24 (12),2 (0),16,73.1%,8,88.0,3,1.35,Spirit,118113,ct,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.39 : 0.76,20 : 6,2 : 3,Train,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,0,1.16 / 4.50,"1. Extra Salt removed Mirage
2. Spirit removed Vertigo
3. Extra Salt picked Train
4. Spirit picked Dust2
5. Extra Salt removed Inferno
6. Spirit removed Overpass
7. Nuke was left over",2347743
sdy,18 (6),14 (1),16,80.8%,2,94.0,0,1.27,Spirit,118113,ct,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.39 : 0.76,20 : 6,2 : 3,Train,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,0,1.16 / 4.50,"1. Extra Salt removed Mirage
2. Spirit removed Vertigo
3. Extra Salt picked Train
4. Spirit picked Dust2
5. Extra Salt removed Inferno
6. Spirit removed Overpass
7. Nuke was left over",2347743
magixx,17 (8),4 (1),13,84.6%,4,67.2,2,1.2,Spirit,118113,ct,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.39 : 0.76,20 : 6,2 : 3,Train,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,0,1.16 / 4.50,"1. Extra Salt removed Mirage
2. Spirit removed Vertigo
3. Extra Salt picked Train
4. Spirit picked Dust2
5. Extra Salt removed Inferno
6. Spirit removed Overpass
7. Nuke was left over",2347743
MarKE,18 (8),6 (0),21,57.7%,-3,73.7,-5,0.9,Extra Salt,118113,ct,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.39 : 0.76,20 : 6,2 : 3,Train,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,0,1.16 / 4.50,"1. Extra Salt removed Mirage
2. Spirit removed Vertigo
3. Extra Salt picked Train
4. Spirit picked Dust2
5. Extra Salt removed Inferno
6. Spirit removed Overpass
7. Nuke was left over",2347743
oSee,16 (5),5 (1),21,69.2%,-5,71.0,-1,0.87,Extra Salt,118113,ct,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.39 : 0.76,20 : 6,2 : 3,Train,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,0,1.16 / 4.50,"1. Extra Salt removed Mirage
2. Spirit removed Vertigo
3. Extra Salt picked Train
4. Spirit picked Dust2
5. Extra Salt removed Inferno
6. Spirit removed Overpass
7. Nuke was left over",2347743
Sonic,15 (8),3 (1),21,50.0%,-6,59.4,0,0.8,Extra Salt,118113,ct,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.39 : 0.76,20 : 6,2 : 3,Train,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,0,1.16 / 4.50,"1. Extra Salt removed Mirage
2. Spirit removed Vertigo
3. Extra Salt picked Train
4. Spirit picked Dust2
5. Extra Salt removed Inferno
6. Spirit removed Overpass
7. Nuke was left over",2347743
FaNg,16 (8),2 (0),19,57.7%,-3,54.5,-3,0.79,Extra Salt,118113,ct,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.39 : 0.76,20 : 6,2 : 3,Train,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,0,1.16 / 4.50,"1. Extra Salt removed Mirage
2. Spirit removed Vertigo
3. Extra Salt picked Train
4. Spirit picked Dust2
5. Extra Salt removed Inferno
6. Spirit removed Overpass
7. Nuke was left over",2347743
JT,7 (3),9 (2),25,53.8%,-18,54.7,-5,0.46,Extra Salt,118113,ct,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.39 : 0.76,20 : 6,2 : 3,Train,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,0,1.16 / 4.50,"1. Extra Salt removed Mirage
2. Spirit removed Vertigo
3. Extra Salt picked Train
4. Spirit picked Dust2
5. Extra Salt removed Inferno
6. Spirit removed Overpass
7. Nuke was left over",2347743
chopper,23 (11),6 (3),14,83.3%,9,91.8,1,1.62,Spirit,118121,t,16 : 8 ( 8 : 7 ) ( 8 : 1 ),1.28 : 0.80,15 : 9,3 : 1,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1,1.16 / 4.50,"1. Extra Salt removed Mirage
2. Spirit removed Vertigo
3. Extra Salt picked Train
4. Spirit picked Dust2
5. Extra Salt removed Inferno
6. Spirit removed Overpass
7. Nuke was left over",2347743
mir,22 (11),5 (0),15,79.2%,7,100.5,4,1.53,Spirit,118121,t,16 : 8 ( 8 : 7 ) ( 8 : 1 ),1.28 : 0.80,15 : 9,3 : 1,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1,1.16 / 4.50,"1. Extra Salt removed Mirage
2. Spirit removed Vertigo
3. Extra Salt picked Train
4. Spirit picked Dust2
5. Extra Salt removed Inferno
6. Spirit removed Overpass
7. Nuke was left over",2347743
degster,18 (3),5 (1),14,66.7%,4,83.3,2,1.22,Spirit,118121,t,16 : 8 ( 8 : 7 ) ( 8 : 1 ),1.28 : 0.80,15 : 9,3 : 1,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1,1.16 / 4.50,"1. Extra Salt removed Mirage
2. Spirit removed Vertigo
3. Extra Salt picked Train
4. Spirit picked Dust2
5. Extra Salt removed Inferno
6. Spirit removed Overpass
7. Nuke was left over",2347743
sdy,18 (12),3 (1),11,70.8%,7,70.8,0,1.21,Spirit,118121,t,16 : 8 ( 8 : 7 ) ( 8 : 1 ),1.28 : 0.80,15 : 9,3 : 1,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1,1.16 / 4.50,"1. Extra Salt removed Mirage
2. Spirit removed Vertigo
3. Extra Salt picked Train
4. Spirit picked Dust2
5. Extra Salt removed Inferno
6. Spirit removed Overpass
7. Nuke was left over",2347743
magixx,13 (9),4 (2),15,70.8%,-2,57.8,-1,0.84,Spirit,118121,t,16 : 8 ( 8 : 7 ) ( 8 : 1 ),1.28 : 0.80,15 : 9,3 : 1,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1,1.16 / 4.50,"1. Extra Salt removed Mirage
2. Spirit removed Vertigo
3. Extra Salt picked Train
4. Spirit picked Dust2
5. Extra Salt removed Inferno
6. Spirit removed Overpass
7. Nuke was left over",2347743
MarKE,22 (13),3 (1),17,58.3%,5,80.4,3,1.2,Extra Salt,118121,t,16 : 8 ( 8 : 7 ) ( 8 : 1 ),1.28 : 0.80,15 : 9,3 : 1,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1,1.16 / 4.50,"1. Extra Salt removed Mirage
2. Spirit removed Vertigo
3. Extra Salt picked Train
4. Spirit picked Dust2
5. Extra Salt removed Inferno
6. Spirit removed Overpass
7. Nuke was left over",2347743
Sonic,17 (5),5 (1),19,62.5%,-2,87.8,1,1.06,Extra Salt,118121,t,16 : 8 ( 8 : 7 ) ( 8 : 1 ),1.28 : 0.80,15 : 9,3 : 1,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1,1.16 / 4.50,"1. Extra Salt removed Mirage
2. Spirit removed Vertigo
3. Extra Salt picked Train
4. Spirit picked Dust2
5. Extra Salt removed Inferno
6. Spirit removed Overpass
7. Nuke was left over",2347743
oSee,11 (4),6 (2),21,62.5%,-10,59.5,-4,0.64,Extra Salt,118121,t,16 : 8 ( 8 : 7 ) ( 8 : 1 ),1.28 : 0.80,15 : 9,3 : 1,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1,1.16 / 4.50,"1. Extra Salt removed Mirage
2. Spirit removed Vertigo
3. Extra Salt picked Train
4. Spirit picked Dust2
5. Extra Salt removed Inferno
6. Spirit removed Overpass
7. Nuke was left over",2347743
FaNg,10 (7),3 (0),19,58.3%,-9,55.6,-3,0.6,Extra Salt,118121,t,16 : 8 ( 8 : 7 ) ( 8 : 1 ),1.28 : 0.80,15 : 9,3 : 1,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1,1.16 / 4.50,"1. Extra Salt removed Mirage
2. Spirit removed Vertigo
3. Extra Salt picked Train
4. Spirit picked Dust2
5. Extra Salt removed Inferno
6. Spirit removed Overpass
7. Nuke was left over",2347743
JT,9 (4),4 (3),19,50.0%,-10,48.2,-3,0.48,Extra Salt,118121,t,16 : 8 ( 8 : 7 ) ( 8 : 1 ),1.28 : 0.80,15 : 9,3 : 1,Dust2,BLAST Premier Spring Showdown 2021,14th of April 2021,Spirit,Extra Salt,2,0,1,1.16 / 4.50,"1. Extra Salt removed Mirage
2. Spirit removed Vertigo
3. Extra Salt picked Train
4. Spirit picked Dust2
5. Extra Salt removed Inferno
6. Spirit removed Overpass
7. Nuke was left over",2347743
TeSeS,19 (6),6 (2),12,70.0%,7,111.0,5,1.62,Heroic,118234,ct,16 : 4 ( 11 : 4 ) ( 5 : 0 ),1.41 : 0.74,12 : 8,1 : 0,Vertigo,BLAST Premier Spring Showdown 2021,15th of April 2021,Heroic,SAW,2,0,0,1.12 / 5.50,"1. SAW removed Overpass
2. Heroic removed Dust2
3. SAW picked Vertigo
4. Heroic picked Train
5. SAW removed Mirage
6. Heroic removed Inferno
7. Nuke was left over",2347746
cadiaN,19 (6),7 (2),8,80.0%,11,103.3,0,1.55,Heroic,118234,ct,16 : 4 ( 11 : 4 ) ( 5 : 0 ),1.41 : 0.74,12 : 8,1 : 0,Vertigo,BLAST Premier Spring Showdown 2021,15th of April 2021,Heroic,SAW,2,0,0,1.12 / 5.50,"1. SAW removed Overpass
2. Heroic removed Dust2
3. SAW picked Vertigo
4. Heroic picked Train
5. SAW removed Mirage
6. Heroic removed Inferno
7. Nuke was left over",2347746
refrezh,20 (6),7 (2),11,90.0%,9,99.0,0,1.54,Heroic,118234,ct,16 : 4 ( 11 : 4 ) ( 5 : 0 ),1.41 : 0.74,12 : 8,1 : 0,Vertigo,BLAST Premier Spring Showdown 2021,15th of April 2021,Heroic,SAW,2,0,0,1.12 / 5.50,"1. SAW removed Overpass
2. Heroic removed Dust2
3. SAW picked Vertigo
4. Heroic picked Train
5. SAW removed Mirage
6. Heroic removed Inferno
7. Nuke was left over",2347746
sjuush,17 (4),3 (0),11,85.0%,6,68.0,-2,1.19,Heroic,118234,ct,16 : 4 ( 11 : 4 ) ( 5 : 0 ),1.41 : 0.74,12 : 8,1 : 0,Vertigo,BLAST Premier Spring Showdown 2021,15th of April 2021,Heroic,SAW,2,0,0,1.12 / 5.50,"1. SAW removed Overpass
2. Heroic removed Dust2
3. SAW picked Vertigo
4. Heroic picked Train
5. SAW removed Mirage
6. Heroic removed Inferno
7. Nuke was left over",2347746
stavn,11 (4),8 (4),9,80.0%,2,75.0,1,1.15,Heroic,118234,ct,16 : 4 ( 11 : 4 ) ( 5 : 0 ),1.41 : 0.74,12 : 8,1 : 0,Vertigo,BLAST Premier Spring Showdown 2021,15th of April 2021,Heroic,SAW,2,0,0,1.12 / 5.50,"1. SAW removed Overpass
2. Heroic removed Dust2
3. SAW picked Vertigo
4. Heroic picked Train
5. SAW removed Mirage
6. Heroic removed Inferno
7. Nuke was left over",2347746
JUST,18 (13),2 (1),16,60.0%,2,103.5,0,1.3,SAW,118234,ct,16 : 4 ( 11 : 4 ) ( 5 : 0 ),1.41 : 0.74,12 : 8,1 : 0,Vertigo,BLAST Premier Spring Showdown 2021,15th of April 2021,Heroic,SAW,2,0,0,1.12 / 5.50,"1. SAW removed Overpass
2. Heroic removed Dust2
3. SAW picked Vertigo
4. Heroic picked Train
5. SAW removed Mirage
6. Heroic removed Inferno
7. Nuke was left over",2347746
arki,14 (7),3 (1),17,50.0%,-3,90.9,-2,0.93,SAW,118234,ct,16 : 4 ( 11 : 4 ) ( 5 : 0 ),1.41 : 0.74,12 : 8,1 : 0,Vertigo,BLAST Premier Spring Showdown 2021,15th of April 2021,Heroic,SAW,2,0,0,1.12 / 5.50,"1. SAW removed Overpass
2. Heroic removed Dust2
3. SAW picked Vertigo
4. Heroic picked Train
5. SAW removed Mirage
6. Heroic removed Inferno
7. Nuke was left over",2347746
MUTiRiS,8 (3),1 (1),16,50.0%,-8,43.0,-1,0.62,SAW,118234,ct,16 : 4 ( 11 : 4 ) ( 5 : 0 ),1.41 : 0.74,12 : 8,1 : 0,Vertigo,BLAST Premier Spring Showdown 2021,15th of April 2021,Heroic,SAW,2,0,0,1.12 / 5.50,"1. SAW removed Overpass
2. Heroic removed Dust2
3. SAW picked Vertigo
4. Heroic picked Train
5. SAW removed Mirage
6. Heroic removed Inferno
7. Nuke was left over",2347746
stadodo,8 (6),3 (2),19,45.0%,-11,45.1,-2,0.49,SAW,118234,ct,16 : 4 ( 11 : 4 ) ( 5 : 0 ),1.41 : 0.74,12 : 8,1 : 0,Vertigo,BLAST Premier Spring Showdown 2021,15th of April 2021,Heroic,SAW,2,0,0,1.12 / 5.50,"1. SAW removed Overpass
2. Heroic removed Dust2
3. SAW picked Vertigo
4. Heroic picked Train
5. SAW removed Mirage
6. Heroic removed Inferno
7. Nuke was left over",2347746
rmn,3 (0),4 (1),18,40.0%,-15,45.4,1,0.36,SAW,118234,ct,16 : 4 ( 11 : 4 ) ( 5 : 0 ),1.41 : 0.74,12 : 8,1 : 0,Vertigo,BLAST Premier Spring Showdown 2021,15th of April 2021,Heroic,SAW,2,0,0,1.12 / 5.50,"1. SAW removed Overpass
2. Heroic removed Dust2
3. SAW picked Vertigo
4. Heroic picked Train
5. SAW removed Mirage
6. Heroic removed Inferno
7. Nuke was left over",2347746
cadiaN,20 (2),3 (1),10,86.4%,10,83.8,0,1.57,Heroic,118240,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.37 : 0.71,10 : 12,2 : 1,Train,BLAST Premier Spring Showdown 2021,15th of April 2021,Heroic,SAW,2,0,1,1.12 / 5.50,"1. SAW removed Overpass
2. Heroic removed Dust2
3. SAW picked Vertigo
4. Heroic picked Train
5. SAW removed Mirage
6. Heroic removed Inferno
7. Nuke was left over",2347746
sjuush,19 (8),7 (0),14,77.3%,5,111.2,-2,1.46,Heroic,118240,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.37 : 0.71,10 : 12,2 : 1,Train,BLAST Premier Spring Showdown 2021,15th of April 2021,Heroic,SAW,2,0,1,1.12 / 5.50,"1. SAW removed Overpass
2. Heroic removed Dust2
3. SAW picked Vertigo
4. Heroic picked Train
5. SAW removed Mirage
6. Heroic removed Inferno
7. Nuke was left over",2347746
refrezh,18 (7),4 (1),12,86.4%,6,84.9,2,1.44,Heroic,118240,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.37 : 0.71,10 : 12,2 : 1,Train,BLAST Premier Spring Showdown 2021,15th of April 2021,Heroic,SAW,2,0,1,1.12 / 5.50,"1. SAW removed Overpass
2. Heroic removed Dust2
3. SAW picked Vertigo
4. Heroic picked Train
5. SAW removed Mirage
6. Heroic removed Inferno
7. Nuke was left over",2347746
TeSeS,19 (11),3 (1),10,77.3%,9,75.4,-2,1.24,Heroic,118240,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.37 : 0.71,10 : 12,2 : 1,Train,BLAST Premier Spring Showdown 2021,15th of April 2021,Heroic,SAW,2,0,1,1.12 / 5.50,"1. SAW removed Overpass
2. Heroic removed Dust2
3. SAW picked Vertigo
4. Heroic picked Train
5. SAW removed Mirage
6. Heroic removed Inferno
7. Nuke was left over",2347746
stavn,14 (3),6 (3),11,72.7%,3,66.5,0,1.15,Heroic,118240,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.37 : 0.71,10 : 12,2 : 1,Train,BLAST Premier Spring Showdown 2021,15th of April 2021,Heroic,SAW,2,0,1,1.12 / 5.50,"1. SAW removed Overpass
2. Heroic removed Dust2
3. SAW picked Vertigo
4. Heroic picked Train
5. SAW removed Mirage
6. Heroic removed Inferno
7. Nuke was left over",2347746
MUTiRiS,17 (11),1 (0),17,68.2%,0,78.2,2,1.0,SAW,118240,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.37 : 0.71,10 : 12,2 : 1,Train,BLAST Premier Spring Showdown 2021,15th of April 2021,Heroic,SAW,2,0,1,1.12 / 5.50,"1. SAW removed Overpass
2. Heroic removed Dust2
3. SAW picked Vertigo
4. Heroic picked Train
5. SAW removed Mirage
6. Heroic removed Inferno
7. Nuke was left over",2347746
JUST,15 (10),4 (1),19,59.1%,-4,69.1,-1,0.89,SAW,118240,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.37 : 0.71,10 : 12,2 : 1,Train,BLAST Premier Spring Showdown 2021,15th of April 2021,Heroic,SAW,2,0,1,1.12 / 5.50,"1. SAW removed Overpass
2. Heroic removed Dust2
3. SAW picked Vertigo
4. Heroic picked Train
5. SAW removed Mirage
6. Heroic removed Inferno
7. Nuke was left over",2347746
rmn,13 (7),1 (1),18,54.5%,-5,75.2,2,0.78,SAW,118240,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.37 : 0.71,10 : 12,2 : 1,Train,BLAST Premier Spring Showdown 2021,15th of April 2021,Heroic,SAW,2,0,1,1.12 / 5.50,"1. SAW removed Overpass
2. Heroic removed Dust2
3. SAW picked Vertigo
4. Heroic picked Train
5. SAW removed Mirage
6. Heroic removed Inferno
7. Nuke was left over",2347746
arki,5 (3),5 (1),18,59.1%,-13,55.5,-1,0.49,SAW,118240,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.37 : 0.71,10 : 12,2 : 1,Train,BLAST Premier Spring Showdown 2021,15th of April 2021,Heroic,SAW,2,0,1,1.12 / 5.50,"1. SAW removed Overpass
2. Heroic removed Dust2
3. SAW picked Vertigo
4. Heroic picked Train
5. SAW removed Mirage
6. Heroic removed Inferno
7. Nuke was left over",2347746
stadodo,6 (2),2 (0),19,36.4%,-13,37.6,0,0.4,SAW,118240,t,16 : 6 ( 10 : 5 ) ( 6 : 1 ),1.37 : 0.71,10 : 12,2 : 1,Train,BLAST Premier Spring Showdown 2021,15th of April 2021,Heroic,SAW,2,0,1,1.12 / 5.50,"1. SAW removed Overpass
2. Heroic removed Dust2
3. SAW picked Vertigo
4. Heroic picked Train
5. SAW removed Mirage
6. Heroic removed Inferno
7. Nuke was left over",2347746
ZOREE,10 (5),1 (1),17,47.4%,-7,65.1,2,0.67,HAVU,118224,t,3 : 16 ( 3 : 12 ) ( 0 : 4 ),0.47 : 1.60,7 : 12,1 : 1,Dust2,Elisa Invitational Spring 2021,15th of April 2021,HAVU,Apeks,3,16,NA,1.20 / 4.33,"1. Apeks removed Nuke
2. HAVU removed Vertigo
3. HAVU removed Inferno
4. Apeks removed Train
5. Apeks removed Mirage
6. HAVU removed Overpass
7. Dust2 was left over",2347841
sLowi,9 (7),3 (1),18,57.9%,-9,59.4,-2,0.64,HAVU,118224,t,3 : 16 ( 3 : 12 ) ( 0 : 4 ),0.47 : 1.60,7 : 12,1 : 1,Dust2,Elisa Invitational Spring 2021,15th of April 2021,HAVU,Apeks,3,16,NA,1.20 / 4.33,"1. Apeks removed Nuke
2. HAVU removed Vertigo
3. HAVU removed Inferno
4. Apeks removed Train
5. Apeks removed Mirage
6. HAVU removed Overpass
7. Dust2 was left over",2347841
Aerial,8 (4),2 (1),19,42.1%,-11,49.4,-2,0.39,HAVU,118224,t,3 : 16 ( 3 : 12 ) ( 0 : 4 ),0.47 : 1.60,7 : 12,1 : 1,Dust2,Elisa Invitational Spring 2021,15th of April 2021,HAVU,Apeks,3,16,NA,1.20 / 4.33,"1. Apeks removed Nuke
2. HAVU removed Vertigo
3. HAVU removed Inferno
4. Apeks removed Train
5. Apeks removed Mirage
6. HAVU removed Overpass
7. Dust2 was left over",2347841
xseveN,5 (4),2 (0),19,47.4%,-14,38.6,-1,0.35,HAVU,118224,t,3 : 16 ( 3 : 12 ) ( 0 : 4 ),0.47 : 1.60,7 : 12,1 : 1,Dust2,Elisa Invitational Spring 2021,15th of April 2021,HAVU,Apeks,3,16,NA,1.20 / 4.33,"1. Apeks removed Nuke
2. HAVU removed Vertigo
3. HAVU removed Inferno
4. Apeks removed Train
5. Apeks removed Mirage
6. HAVU removed Overpass
7. Dust2 was left over",2347841
jemi,5 (2),1 (0),19,42.1%,-14,37.2,-2,0.3,HAVU,118224,t,3 : 16 ( 3 : 12 ) ( 0 : 4 ),0.47 : 1.60,7 : 12,1 : 1,Dust2,Elisa Invitational Spring 2021,15th of April 2021,HAVU,Apeks,3,16,NA,1.20 / 4.33,"1. Apeks removed Nuke
2. HAVU removed Vertigo
3. HAVU removed Inferno
4. Apeks removed Train
5. Apeks removed Mirage
6. HAVU removed Overpass
7. Dust2 was left over",2347841
dennis,29 (20),3 (2),9,94.7%,20,123.9,6,2.21,Apeks,118224,t,3 : 16 ( 3 : 12 ) ( 0 : 4 ),0.47 : 1.60,7 : 12,1 : 1,Dust2,Elisa Invitational Spring 2021,15th of April 2021,HAVU,Apeks,3,16,NA,1.20 / 4.33,"1. Apeks removed Nuke
2. HAVU removed Vertigo
3. HAVU removed Inferno
4. Apeks removed Train
5. Apeks removed Mirage
6. HAVU removed Overpass
7. Dust2 was left over",2347841
Relaxa,18 (4),3 (1),3,94.7%,15,97.6,1,1.75,Apeks,118224,t,3 : 16 ( 3 : 12 ) ( 0 : 4 ),0.47 : 1.60,7 : 12,1 : 1,Dust2,Elisa Invitational Spring 2021,15th of April 2021,HAVU,Apeks,3,16,NA,1.20 / 4.33,"1. Apeks removed Nuke
2. HAVU removed Vertigo
3. HAVU removed Inferno
4. Apeks removed Train
5. Apeks removed Mirage
6. HAVU removed Overpass
7. Dust2 was left over",2347841
kreaz,18 (11),8 (1),10,84.2%,8,106.3,0,1.56,Apeks,118224,t,3 : 16 ( 3 : 12 ) ( 0 : 4 ),0.47 : 1.60,7 : 12,1 : 1,Dust2,Elisa Invitational Spring 2021,15th of April 2021,HAVU,Apeks,3,16,NA,1.20 / 4.33,"1. Apeks removed Nuke
2. HAVU removed Vertigo
3. HAVU removed Inferno
4. Apeks removed Train
5. Apeks removed Mirage
6. HAVU removed Overpass
7. Dust2 was left over",2347841
FREDDyFROG,16 (9),8 (3),7,100.0%,9,82.1,2,1.51,Apeks,118224,t,3 : 16 ( 3 : 12 ) ( 0 : 4 ),0.47 : 1.60,7 : 12,1 : 1,Dust2,Elisa Invitational Spring 2021,15th of April 2021,HAVU,Apeks,3,16,NA,1.20 / 4.33,"1. Apeks removed Nuke
2. HAVU removed Vertigo
3. HAVU removed Inferno
4. Apeks removed Train
5. Apeks removed Mirage
6. HAVU removed Overpass
7. Dust2 was left over",2347841
Grusarn,10 (6),6 (1),9,73.7%,1,69.8,-4,0.99,Apeks,118224,t,3 : 16 ( 3 : 12 ) ( 0 : 4 ),0.47 : 1.60,7 : 12,1 : 1,Dust2,Elisa Invitational Spring 2021,15th of April 2021,HAVU,Apeks,3,16,NA,1.20 / 4.33,"1. Apeks removed Nuke
2. HAVU removed Vertigo
3. HAVU removed Inferno
4. Apeks removed Train
5. Apeks removed Mirage
6. HAVU removed Overpass
7. Dust2 was left over",2347841
VINI,20 (9),4 (0),19,70.0%,1,76.0,2,1.04,FURIA,118140,ct,16 : 14 ( 8 : 7 ) ( 8 : 7 ),0.99 : 1.04,18 : 12,3 : 0,Mirage,BLAST Premier Spring Showdown 2021,14th of April 2021,FURIA,MIBR,2,0,0,1.25 / 3.75,"1. MIBR removed Nuke
2. FURIA removed Dust2
3. MIBR picked Mirage
4. FURIA picked Vertigo
5. MIBR removed Inferno
6. FURIA removed Overpass
7. Train was left over",2347745
yuurih,18 (4),5 (0),19,66.7%,-1,77.6,3,1.04,FURIA,118140,ct,16 : 14 ( 8 : 7 ) ( 8 : 7 ),0.99 : 1.04,18 : 12,3 : 0,Mirage,BLAST Premier Spring Showdown 2021,14th of April 2021,FURIA,MIBR,2,0,0,1.25 / 3.75,"1. MIBR removed Nuke
2. FURIA removed Dust2
3. MIBR picked Mirage
4. FURIA picked Vertigo
5. MIBR removed Inferno
6. FURIA removed Overpass
7. Train was left over",2347745
